,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,programaNome,programaDenominacao,dePublicoAlvo,deEixoAdministrativo,horizonteTemporal,dataInicio,dataFim,deTipoPrograma,justificativa,anoMonitoramento,quadrimestreMonitoramento,TipoDado,Ano,Quadrimestre
312,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1451,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Apoio Administrativo do Iperon,Servidores públicos do Estado e seus dependentes legais,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Gerenciar e manter a estrutura administrativa do Iperon, para o bom desenvolvimento das funções operacionais das atividades de modo a garantir o pleno funcionamento.",2024,2,Programa,2024,2
313,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1535,2173,CONSULTORIA EM GESTÃO PREVIDENCIÁRIA,Assessoramento em Gestão Pública,Servidores públicos do Estado e seus dependentes legais,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,Buscar as condições ideais de gestão pública para o pleno cumprimento da missão governamental em RRPS.,2024,2,Programa,2024,2
314,14025,Fundo Previdenciário Capitalizado do Iperon,FUNPRECAP,1491,0000,OPERAÇÕES ESPECIAIS,Pagamento despesas com sentenças judiciais (RPV e Precatórios) e PASEP.,"Ex-servidores aposentados, pensionista.",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,"Atender pagamento com as sentenças judiciais, bem como o pagamento do PASEP sobre rendimentos de aplicação financeira. ",2024,2,Programa,2024,2
315,14025,Fundo Previdenciário Capitalizado do Iperon,FUNPRECAP,1492,1019,PREVIDÊNCIA SOCIAL ESTATUTÁRIA,Garantir Benefícios Previdenciários aos Segurados do Regime Próprio de Previdência Social - RPPS e outras despesas.,Servidores públicos do Estado e seus dependentes legais,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,Garantir pagamento de despesas com: aposentadorias e pensões; compensação previdenciária entre os Regimes Próprios de Previdência Social - RPPS e o RGPS; indenização e restituição; e taxa de administração do RPPS.,2024,2,Programa,2024,2
316,15001,"Secretaria de Estado de Segurança, Defesa e Cidadania",Sesdec,1446,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Prover a Unidade de recursos orçamentários e financeiros para atender as atividades administrativas, com aquisição de bens e serviços, gestão de pessoal, Operações Especiais e outras, de natureza administrativa, classificadas como despesas correntes e de capital.",Unidades orçamentárias do Poder Executivo,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,2,Programa,2024,2
317,15001,"Secretaria de Estado de Segurança, Defesa e Cidadania",Sesdec,1501,2166,"SEGURANÇA PÚBLICA, INTEGRAÇÃO E PROTEÇÃO","Implementar a execução de mecanismos de prevenção e repressão à criminalidade, reduzindo os indicadores de homicídio e violência nas áreas urbanas e rurais.",População do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"Necessidade de revisão e execução de política de defesa civil, prevenção e repressão à criminalidade, de modo integrado, com a participação da sociedade, por meio dos Conselhos Comunitários de Segurança e Gabinetes de Gestão Integrada Municipais, com o foco na redução dos índices de criminalidade, tempo resposta nos atendimentos de emergência, refletindo no aumento da sensação de segurança à população do Estado.",2024,2,Programa,2024,2
318,15001,"Secretaria de Estado de Segurança, Defesa e Cidadania",Sesdec,1510,1025,ATENDER AO SISTEMA DE PROTEÇÃO SOCIAL DOS MILITARES,Pagamento de auxílios aos aposentados.,"Militares Estaduais Inativos, pensionistas e dependentes",Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"O Programa visa atender às alterações promovidas pelo Decreto-Lei Federal  n° 667, modificado pela Lei Federal nº 13.954, de 16 de dezembro de 2019, efetuar o pagamento dos Militares Inativos e Pensionistas",2024,2,Programa,2024,2
319,15003,Polícia Civil,PC,1505,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gerir de forma adequada e suficiente a aplicação dos recursos públicos destinados à manutenção administrativa das unidades da Polícia Civil,Unidades Administrativas da Polícia Civil,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,Promover o desenvolvimento das atividades-meio da Polícia Civil visando proporcionar o cumprimento eficiente e eficaz de sua missão constitucional.,2024,2,Programa,2024,2
320,15003,Polícia Civil,PC,1508,2110,MODERNIZAÇÃO DA GESTÃO PÚBLICA,Modernizar a Gestão Pública por meio de ações que promovam o melhor aproveitamento do capital visando a eficiência e eficácia dos serviços prestados.,Administração pública em geral,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Buscar as condições ideais da gestão pública para o pleno cumprimento da missão governamental, baseado nos princípios constitucionais e
necessidade de modernizar a administração promovendo o aperfeiçoamento dos serviços prestados visando o bem-estar da população em
geral.",2024,2,Programa,2024,2
321,15003,Polícia Civil,PC,1648,2166,"SEGURANÇA PÚBLICA, INTEGRAÇÃO E PROTEÇÃO",Promover a segurança de pessoas e bens no Estado de Rondônia através da implementação de ações que visem assegurar o pleno funcionamento das unidades da Polícia Civil e a atuação de seus servidores.,População do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,Cumprir o ofício constitucional da Polícia Civil promovendo a segurança pessoal e patrimonial dos cidadãos através de ações voltadas para a solução de crimes e contravenções penais.,2024,2,Programa,2024,2
322,15004,Corpo de Bombeiro Militar,CBM,1526,2103,DEFESA CONTRA SINISTRO,O Programa prevê  duas Ações - uma de Obras e Construções  Públicas e outra de Aquisição de Materiais e Bens Permanentes,Toda população do Estado,Segurança Pública,temporário,2023-01-01T00:00:00,2027-12-01T00:00:00,Finalístico,"Permitir com base no orçamento anualmente aprovado que a Corporação realize  o planejamento das obras e construções estruturais das instalações da Corporação, bem como  planejar e executar as  aquisições de equipamentos e materiais permanentes utilizados nas ações de prevenção e combate a incêndios, busca, salvamentos, resgates, atendimento pré-hospitalar, proteção ao meio ambiente, ações de Defesa Civil e outras ações correlatas as atividades Bombeiro Militar, buscando garantir o bem estar social, proporcionando segurança e qualidade na execução dos serviço da Instituição prestado a toda população rondoniense.",2024,2,Programa,2024,2
323,15004,Corpo de Bombeiro Militar,CBM,1529,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"O Programa inicialmente prevê uma Ação de Gestão e Manutenção Administrativa das Unidades da Corporação, com  despesas de custeio dos  insumos operacionais e administrativo da Instituição.",Toda sociedade rondoniense,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Permitir com base no orçamento anualmente aprovado, que a Corporação realize o planejamento das despesas previstas com as atividades operacionais e administrativas ordinárias, garantindo a manutenção das instalações e a continuidade de atendimento ao público interno e externo assegurando a regularidade na execução de todas as atividades da instituição.",2024,2,Programa,2024,2
324,15005,Polícia Militar,PM,1602,2182,CIDADÃO PROTEGIDO E SEGURO,"A busca por um ambiente seguro e protegido é um anseio de toda a sociedade, no entanto, muitas regiões ainda sofrem com altos índices de criminalidade e violência, o que compromete a qualidade de vida dos cidadãos. Diante desse contexto, surge a necessidade de refletir sobre o ideal do ""Cidadão Protegido e Seguro"" e discutir os elementos necessários para alcançá-lo. O programa busca essencialmente o investimento adequado em segurança pública, incluindo, para tanto, recursos para a capacitação e o aumento do efetivo policial, investimento em tecnologia e modernização do aparato policial e a implementação de políticas de prevenção ao crime. Esse caminho perpassa pela manutenção da ordem pública, desde a presença policial ostensiva e a resposta rápida às ocorrências fortalecendo a confiança dos cidadãos e inibindo a prática de delitos, até a prevenção por meio de disseminação de informações e conhecimento à sociedade com vistas a conscientização da população, capacitando-a para lidar com situações de perigo. Além das ações do Estado, a participação ativa da comunidade é um pilar fundamental na construção de um ambiente seguro com o objetivo comum a ser perseguido por toda a sociedade por meio de conjuntos de esforços e políticas eficazes transformando essa visão em uma realidade concreta para todos os cidadãos."," população de pessoas residentes no Estado de Rondônia e ""visitantes momentâneos""",Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"no cenário estadual podemos verificar que ao longo dos anos o orçamento vem sendo repetido, não levando em consideração as diversas suplementações orçamentárias que ao longo dos anos vêm sendo aportadas. Ou seja, a suplementação se tornou prática rotineira em detrimento do adequado planejamento de tão importante Força Pública. A avaliação é de que essa prática interfere de fato no planejamento estratégico e organizacional da instituição e, especialmente, para redução da capacidade de organização, investimentos e inovações na área de segurança pública. Outro fenômeno é a aglutinação de ações dentro de um único programa denominado ""MANTER A OPERACIONALIDADE"", pois a consequência direta disso é a franca dificuldade tanto no planejamento, quanto na leitura dos indicadores de resultado. ",2024,2,Programa,2024,2
325,15005,Polícia Militar,PM,1604,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"A formação e capacitação dos policiais militares são pressupostos fundamentais para o fortalecimento da Polícia Militar de Rondônia. Assim, investir na educação e treinamento dos militares é essencial para os preparar para lidar com os desafios e demandas da segurança pública, posto que, ao fornecer cursos atualizados, técnicas avançadas de abordagem, capacitação em resolução de conflitos e conscientização sobre direitos humanos sob o aspecto da formação contínua dos policiais militares, viabiliza uma atuação mais profissional e eficiente da instituição. Outro fator primordial ao fortalecimento da corporação remete à saúde do policial militar enquanto detentor pleno de direitos humanos, na conta de que é essencial oferecer condições adequadas de trabalho, incluindo a melhoria das estruturas das unidades policiais e a implementação de programas de saúde e bem-estar como forma de promover a melhoria da qualidade de vida e consequente melhora do rendimento profissional do militar. Outro fator de fortalecimento institucional é a reafirmação de princípios consuetudinários orgânicos das corporações militares, consubstanciados na convivência laboral e social nos quartéis, porque esses aquartelamentos acarretam em sentimento de pertencimento e soberania a sociedade como um todo. Assim, os recursos para a reforma de instalações policiais devem ser considerados investimentos importantes para o fortalecimento da Polícia Militar de Rondônia, como forma de melhorar as condições físicas dos aquartelamentos. Além disso, a reforma de novas instalações em áreas estratégicas permite um maior alcance e cobertura policial, proporcionando um senso de presença e segurança para a população. Em outras palavras, o investimento em infraestrutura demonstra o compromisso do Estado em prover as condições adequadas para que a Polícia Militar exerça suas funções com excelência.",Policiais Militares servidores civis e Corporação de forma institucional.,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"A falta de formação e capacitação adequadas dos policiais militares pode comprometer sua eficiência no enfrentamento das diferentes situações de segurança pública, resultando em ações inadequadas e possíveis violações de direitos humanos. De igual modo, a ausência de investimentos na saúde policial pode levar ao esgotamento físico e emocional dos agentes, prejudicando sua capacidade de resposta e afetando negativamente seu bem-estar. Ademais, a carência de reformas das instalações policiais resulta em condições de trabalho precárias, desmotivação dos colaboras e limitação na atuação policial. Isso compromete a segurança tanto dos policiais quanto da população em geral.",2024,2,Programa,2024,2
